Run,Wilcox(H1),p(H1),Effect(H1),Chisq(H2),p(H2),Effect(H2),Wilcox(H3),p(H3),Effect(H3)
81,275588736.5,0.0,0.327489828274,382.843304586,2.99181783962e-85,-0.0690015401513,244639097.0,0.0,0.428490926026
82,273847399.0,0.0,0.327111809769,376.796727423,6.1997145462e-84,-0.0684548985549,241107616.0,0.0,0.430953101208
83,270644459.0,0.0,0.330530740424,438.486860743,2.31081357889e-97,-0.0738431991058,242517599.0,0.0,0.427800175142
84,272424963.0,0.0,0.329085949083,431.300016283,8.47111532409e-96,-0.0732358509408,243252352.5,0.0,0.427705968828
85,273303326.0,0.0,0.327814060065,440.785372802,7.30330050841e-98,-0.0740363464782,244490989.0,0.0,0.425672830705
86,275032548.5,0.0,0.329427160218,421.347337899,1.24217660218e-93,-0.072386251562,245697489.0,0.0,0.428190801102
87,272160031.0,0.0,0.32823294213,374.015760306,2.49948872396e-83,-0.0682020085247,240813715.5,0.0,0.430144795614
88,273581463.5,0.0,0.327713323565,394.174426785,1.0212021689e-87,-0.0700147183336,244278524.5,0.0,0.426305807264
89,272315160.0,0.0,0.330263554221,420.583177819,1.82184290128e-93,-0.0723207258653,243512924.0,0.0,0.428455863303
90,274409198.0,0.0,0.327149302033,396.692754842,2.88993273843e-88,-0.0702378682203,245277566.5,0.0,0.42536138387
91,271793468.0,0.0,0.329904988171,464.911550562,4.10265718141e-103,-0.0760344190606,244737350.5,0.0,0.425373089274
92,275077553.5,0.0,0.328439977629,404.778834673,5.0194675171e-90,-0.0709496133087,244509373.5,0.0,0.428992355349
93,272862979.5,0.0,0.330022465209,381.682624621,5.35339793581e-85,-0.0688969678777,243102364.0,0.0,0.429640661359
94,274116734.0,0.0,0.328521581889,365.235578681,2.03973743223e-81,-0.0673970900032,244843078.0,0.0,0.427134326636
95,274163550.5,0.0,0.329266826435,429.481726966,2.10712490363e-95,-0.0730813025806,246073852.5,0.0,0.426132153935
96,274062966.0,0.0,0.328225500884,392.220795235,2.71901074939e-87,-0.0698410541064,243985369.0,0.0,0.428052483532
97,271363851.5,0.0,0.330110305133,392.760808331,2.07420324449e-87,-0.0698891548399,244529466.0,0.0,0.425282008678
98,272559487.0,0.0,0.329937477134,398.057449699,1.45816266758e-88,-0.0703584973746,243657478.0,0.0,0.428231677261
99,273742600.5,0.0,0.329607895906,417.801774504,7.3437688033e-93,-0.0720812804558,244493487.0,0.0,0.428333526328
